,ID,Comment,Like,Title_number
2, Jin ah Lee              ,약간 도를 넘을듯 말듯 하는 그런 말투가 너무 웃김ㅋㅋㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 딱 그 선에서 알짱거리는 느낌...,2400,0
3, 손시현              ,한국인들만 보는데 천만 실화냐고 ㅋㅋㅋㅋㅋㅋㅋㅋ,2100,0
4, Idayra Rivera              ,I legit was cracking up so hard when they were dancing and that one guy jumped on the pole and struck a pose... 🤣,5,0
5, 걸림암              ,2:25 Souvenir,491,0
6, 비은              ,조회수 천만 도랏나ㅋㅋㅋㅋㅋㅋㅋㅋㅌㅌㅋㅋㅌ아이돌 뮤비를 능가하네...,9600,0
7, santiago murillo              ,"alguien habla español, no creo",6,0
8, P PP              ,아니 손녀분한테 물어봤는데 할머니께서 대답하시는거 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2800,0
9, Sia              ,하도 많이봐서 윤쭈꾸씨랑 내적 친밀감 형성 완료...,2200,0
10, 열음              ,롯데월드는 알바가 이만큼 텐션이 좋지않음 솔직히 알바 리액션은 에버랜드가 짱이다 ㅋㅋㅋㅋㅋㅋㅋ,1000,0
11, 쏘왓              ,수련관 교관 알바해주세요 이왕이면 초딩들 담당으로... 환멸모먼트 보고싶음ㅋㅋㅋㅋㅋㅋ 아니면 레크레이션 강사해서 미친텐션을 발휘해주세요,13000,0
12, 규뫔좡              ,애기들한테 물어보는데 대답은 어른들이함ㅋㅋㅋㅋㅋ,542,0
13, jd k              ,콜센터알바해주세요얼굴안보고일하는거라 말한마디에큰쌈나는데.. 진상들 퇴치?방법 성규님께 배우고싶어요,884,0
14, stark tony              ,쭈꾸미 선배님 흥 클라스가 남다르다 싶었는데 CF 찍으심 ㅋㅋㅋㅋ,123,0
15, Daniel Gaming Indo              ,Congrats Work Man You're in Youtube Rewind 2019,23,0
16, Pyo jung soo Pyo              ,뭔가.. 에버랜드 알바는 인싸들만 해야할 것 같다.ㅋ,586,0
17, Soomin Lee              ,윤쭈꾸 성공했다맘스터치 광고도 찍네수정:좋아요 58개 감사합니다,60,0
18, JIHYE LEE              ,이게 그 유명한 한번도 안본 사람은 있어도 한번만 본사람은 없다던  전설에 영상인가요,186,0
19, 해가림              ,5:29자막 speechless미쳤나 개쳐웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅍㅍㅍㅍㅋㅍㅋ퓨큨큐큐ㅠ큐ㅠㅠㅠㅠ,313,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",4700,0
1, 김하연              ,에뛰드알바 제발요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 공쥬님 어서오세요~~~~ㅋㅋㅋㄱㅋㄱㅋㄱㅋㅋ,26000,0
2, 김설찬              ,"6:04 주방 업무자는 모든 악세사리 착용 금지""반지도 빼셔야 돼요""""나 한 번도 뺀 적 없는데""""그래도 빼셔야 돼요""""고마워""이게 뭐야ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2700,0
3, Kela12              ,2:10 So you mean to tell me every Domino’s around the world do that same cheer before making pizza’s? That’s awesome! Lol,4,0
4, D Y              ,2:50  저여자분이 처음왔을때 문여는법을 몰랐던거아님?ㅋㅋㅋㅋㅋㅋ진짜 개웃기네,2800,0
5, 에잇에잇              ,5:17 얼음에 사이다 탄거 아니냐규 해야되는거 아님?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2400,0
6, 밍구리              ,박유천인거 알고 무릎에 손 닦는거 봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개터짐,8100,0
7, U rookie              ,와 배달료를 2천원3천원씩 받아먹으면서 정작 배달부한태는 400원 와!!,919,0
8, 도다리              ,진짜 김남주 닮았네이쁘시다,102,0
9, 조선호랑이              ,볼 때마다 느끼는데 편집을 참 잘하셔.... 솔직히 약간 과한 모습도 보이실 때가 있는데 편집이 참 적절히 잘 살리고 끊는 것 같아요,842,0
10, 설띵충              ,"1:18  도미노피자 주사위가 3을 나타내는 이유는최초 체인점이 미국에서 3개만존재 그 중, 2개는 한주에 다른하나는 그 옆주 에 1개",136,0
11, DolceLatte              ,이 채널보면 지상파가 왜 하락세인지 알겠다ㅋㅋ 텐션이 저세상이네ㅋㅋㅋㅋ,4400,0
12, Front Line              ,I freaking laughed at the wedding ring,14,0
13, Sir Molo              ,"New subscriber niceee , editing soo good like wassup man. Recommended from YouTube",10,0
14, 고기만두              ,2:53 “오” ㅋㅋㄱㅋㄱㅋㄱㅋ너무 웃겨진짴ㅋㅋㄲㅋㅋㄱㅋ이것만 계속 생각낰ㅋㅋㄱㅋㄱㅋㅋㅋㅋ문열었더니 오 랰ㅋㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋㅋㅋ얼마나바보로안거옄ㅋㅋㅋㅋㅋ,277,0
15, 꿈님별님              ,04:12 부터 개웃겨서 계속 돌려봤넼ㅋㅋㅋㅋ 진짜 탈쓴거 아니냐고 초면에 싸대기 때리는거 실화냐 ㅋㅋㅋㅋㅋ 개웃곀ㅋㅋㅋㅋㅋㅋㅋ 진짜 도랏,677,0
16, 찌니슥              ,ㅋㅋㅋㅋ친화력 졸라 만랩이야 ㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋ배달 늦어서 혼나는데 전혀 기안죽고 또늦음 ㅋㅋㅋㅋㅋ,3500,0
17, 희사              ,"Domino's CHEER!Domino!Ya!(박수 4회)Who are we?No.1Domino's pizza!What' our goal?Sell more pizza,Have more Fun!(2회)Ya!가 화이팅^^",3,0
18, 효나르              ,ㅋㅋㅋ 진짜 다 밝고 너무 즐거워보임 내 회사생활이랑 천지차이네 휴 ...,119,0
19, 목표:구독자1000명찍기              ,진짜 장성규의 드립을 칠수있는사람은 언제쯤 나올까..,137,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",4500,0
1, 김댕댕              ,증권가놈들 엘베좀 쓰게해줘라보안문제면 아예 입장자체를 막던지..입장은 하게 해주면서 엘리베이터는 못타게하는건 뭔 심보야,8000,0
2, Rod              ,와 장성규 개웃기네 ㅋㅋㅋ 프리선언한 아나운서중에 이렇게 아무렇지 않게 다시 회사로 들어가서 저런거 찍을사람 장성규 뿐일듯 ㅋㅋㅋ,8600,0
3, 오꾸리여사              ,이영상 보고 저랑 어머니는 속이터져서 울고 또 울었습니다 굉장히 유쾌하고 재밌는데 취지도 좋은데 저희 어머니도 풀무원에서 모닝스텝으로 10년을 넘게 일했는데 고객을 늘리라는 대리점의 압박으로 새벽3시 4시 결국 1시에 출근하고 하다 지주막하출혈로 쓰러져서 산재도 퇴직금도 못받았어요... 더이상 이런 영상을 하하호호 웃으며 볼 수 없음이 속상하고 억울하네요...,4400,0
4, MS J              ,영업관리직 출신으로써 저 아주머니는 자사에 대한 자부심이나 충성심이 느껴진다.. 회사에서 더 좋은 대우를 해줫으면..,5000,0
5, 강원도 - Gangwon              ,강원도청에도 일자리가 있습니다만... 한 번 와주시겠습니까? 선배님이 되고 싶습니다.,11000,0
6, 김재영              ,증권회사들 ㅋㅋㅋ 왜 엘베도 못타게 해 ㅋㅋ 여의도 그 높은 건물들을 어떻게 걸어가라고 ㅋㅋㅋㅋ쒯,4200,0
7, 홈스타일쿠킹              ,여태본 유튜브중에 최고다... 솔직히 워크맨전에는 온니 왓썹이엇는데... 워크맨은..한영상에 보통 5번이상웃네;; 요즘 예능보다 낫다..,4700,0
8, 몽이누나              ,녹즙여사님 잼있으시다ㅋㅋㅋㅋㅋㅋㅋ개나소나 다 반긴데ㅋㅋㅋㅋㅋㅋ,1500,0
9, 완두콩              ,증권가들 보안상 안되면 그냥 지들이 가져다 먹으라 그래 1층에 배달해주고,895,0
10, Yh J              ,에뛰드에서 핑크앞지마 매고 공주처럼 화장품 팔기,28000,0
11, sun J              ,으악ㅋㅋ '시간이 너무 지체됐으니까~' '어엇 선배님!!' 여기 너무 그대로 문닫기는거 뿜ㅋㅋㅋㅋ,2100,0
12, naicram 88              ,glad to see dongwan pd the unofficial member of old runningman..,5,0
13, 이난호              ,와 퇴사 하고 간건데두넉살 짱이네 저런 오지랖성격 부럽다타 방송국에 비해 오픈마인드네 jtbc,827,0
14, d dkl              ,아닠ㅋㅋㅋ 퇴사자한테 너무 자연스럽개 건네주는거 아니냐곸ㅋㅋㅋㅋㅋ,525,0
15, 로옹              ,증권가 엘레베이터 쓰게 해줘라...,11000,0
16, 하여름              ,이진아 냠냠냠 따라하는것도 웃겨죽겠네 ㅋㅋㅋㅋㅋㅋㅋㅋ 아니 9분짜리 영상에 킬포가 왜이리 많아욬ㅋㅋㅋㅋㅋㅋ,290,0
17, JJWSVTK abi              ,"7:57 they really yeeted themselves out of there, I.can.not💀",9,0
18, 최지호              ,이게 바로 서민을 위한 방송이네 고충 노고 다 들어있고 갑을 위치에서 인간에 대한 올바른 매너를 한번쯤 생각해 보기 하고 십여년 전 체험삶의현장 이후로 참 괜찮은 예능이네요,80,0
19, 정성엽              ,정말 신기하네요!미용실 편에서 “내가 섰지롱” 자막이 딱 이상해보였는데장성규님이 직접 쓰신거였군요! ㅋㅋㅋㅋ,160,0
0, 워크맨-Workman              ,"🎊워크맨 인력소 구독자 팬네임 당첨자 공지🎊잡것들아~~!!! 인력소장이다😎😎😎!!!ㅋㅋㅋ 고 채널에 고 구독자들이고만~~!!ㅎㅎ 많이 참여해줘서 너어어무~~고마워어어~!!!!ㅋ그 뭐시기~~,,작지만 소중헌~!!! '리미티트 에디션 워크맨 수건' 보내줄터니까~~!! 이름 잘 확인하고들~,,,!!! [당첨자] 총 48분 @유튜브닉네임** ~7/30(화)까지 '잡것' 혹은 '잡(job)것'이라고 댓글로 '추천'해주신 분들에 한합니다. @박종화@연우@뿌뿌@꾸륵 @참깨빵위에순쇠고기패티두장@권영진@안정현@아니야응@루하꽃@ri ra@ㅋㅋ@빌런아무말@YongJin Song@일조금하고돈많이벌기@최민서@ᄋᄋ갱생불가엠생@은미@윤형일@periagōgē@정하나@오수민@뻐끔이@게맛을알아@jiji soon@피터TV Peter &@김카정@강민수@윤수혁@Kan S@김소윤@오현@치토스우훗@윤형일@도아군@보라곤듀@이진원@gi-beom Kim@남은숙@eddy 1101@투진원@정우빈@AE MI YA GOOK E JJA DA@에바임@오진영@이홍주@박미래@최형규@Movie/IT/Music/Cat● 당첨자분들은 2019년 8/7(수)까지 jjangtbc.jtbc@gmail.com로 [이벤트명 (워크맨 펜네임 이벤트) / 유튜브 닉네임 / 이름 / 핸드폰 번호/ 경품 발송지(우편번호 포함) / 경품 수령을 위한 개인정보활용 동의 문구 (ex-동의합니다)]를 보내주세요.● 이벤트 참여 댓글이 삭제 혹은 수정되거나, 기한 내 정보가 도착하지 않을 시에는 당첨이 자동으로 취소됩니다.● 개인 정보는 경품 발송 용도로만 사용되며 (개인정보는 경품 수령 이후 1개월 후 삭제) 정보 오기재, 받으시는 분의 부주의로 인해 반송된 경품은 재발송이 불가합니다.",3400,0
1, 오단비              ,바꾸지마요 대충 지은거같고 좋음,4200,0
2, 99드라이버              ,"이름으로 빛날 팔자는 없다.유명해서 이름이 빛나는거다.""워크맨"" 이대로 ㄱㄱ",2100,0
3, tv승훈이의 대환장파티              ,잡(job)것들이 이 영상을 좋아합니다,1100,0
4, 채리              ,아..잡것들이 펜네임이였구나ㅋㅋㅋㅋㅋㅋ다른걸 먼저봐서 이제 알았네,313,0
5, 장세민              ,와 드디어 에버랜드ㅋㅋㅋ 예고에서 소름,6800,0
6, Erwin Rommel 2.0              ,Clearly somethings get lost in translation *cough*foot job,3,0
7, 감사합니다              ,더운 8월  쿠팡물류센터 알바 강추합니다. 진짜  무조건 백만 바로가요.,926,0
8, ss sooo              ,바꿀거였으면 구독자 5만 쯤에 바꿨어야함 10만 넘으면 이미 한참 늦음.,363,0
9, EOYIK              ,뭐 워크맨 치면 소니 워크맨 별로 나오지도 않는구만. 다 '장성규의 워크맨'만 나오는구만. 이미 굳어졌는데 그냥 계속 워크맨으로 밀고나가셈,513,0
10, 밤도리              ,죄송한데 저는 솔직히 와썹맨도 재밌지만 워크맨이 조금 더 재밌는 것 같습니당~ 아 물론 제 개인적인 소견임을 밝히는 바 입니다,649,0
11, 나리야노올자              ,워크맨 바꾸면 안되요.. ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ이미 이걸로 세뇌됐단멀이야.. 구독자들닉넴은 잡것에 찬성!!,764,0
12, Sungwon Shin              ,마지막 엔딩이 엔드게임급 예고편이네,241,0
13, 미띤보노보노              ,와 아마존~익수뿌레수 ~ 춤은 요렇게 아 원투 쑤리 뽀다 이게 바로 춤이다 아 항- 아 위로 아래로 아 위로 아래로~,50,0
14, 이예훈              ,마지막 에버랜드 나올 때 소름...진짜 기대된다^^,5600,0
15, 스마일군              ,진짜 제가 잘 몰라서 궁금해서 그러는데진짜 워크맨 미치도록 재밌는데 대체 2개월가량 무슨일있었길래 벌써 구독자 수가 267만...ㄷㄷㄷㄷㄷㄷ,70,0
16, 너 그리고 나              ,안되겠다 성규형이랑 결혼해야지 자식 이름은 알바맨으로,161,0
17, 정재연              ,워크맨으로가자!! 뇌에서 기억하는데이제와서 뭘 바꾸나 ㅋㅋㅋ,130,0
18, mmi oo              ,합쳐서 시바 잡것들아~~어때요,220,0
19, 제일좋아명호가              ,마지막 거의 토르 3 쿠키영상급,3100,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",3500,0
1, 이붕              ,"워크맨 제발 물들어올 때 노 저으라구,,,,,,,,,와썹맨도 일주일에 두번 업로드하고 떡상해따구,,,,,,,움직이라구 ,,,,, 사실 내가 일주일에 두번보고싶어",22000,0
2, 천둥              ,몇달째 임신 우울증으로 힘들어하던 와이프가 최근 가장 크게 웃은게 이영상을 보면서였습니다. 성규님 감사합니다.,6400,0
3, 김경환              ,콜라먹다취하면 콜로간다 진심 장인이네 ㅋㅋㅋ,10000,0
4, 양초간장              ,장성규:사채업자세요????:비슷한걸하는데 거기까진 아니에요은행원 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7700,0
5, 강병한              ,마지막 쿠키영상 개웃겨 ㅋㅋㅋ 이건 뭐 누가보는것도아니고 대충해도되는거아녀요?? 직원 : 예맞아요 끝 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 편집,4900,0
6, 유예나              ,와 콜콜 이행시 실화냐 ㅋㅋㅋㅋㅋ 센스 장난 아니신 듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 대박 대박 ㅋㅋㅋㅋㅋㅋ,3000,0
7, 뭘굳이              ,아나운서 시험 어떻게 붙었지ㅋㅋㅋㅋㅋ 면접에서 연기를 했나ㅋㅋ,3900,0
8, 루밍              ,쿠키영상 뭐냐ㅋㅋㅋㅋㅋ 아 장성규 잘 몰랏는데 이거보고 빠짐 너무웃겨 ㅋㅋㅋ 쭈니형보다 솔까 더웃김...ㅋㅋㅋㅋㅋㅋ,2500,0
9, 공차먹고싶다              ,아 존나 맨날 사람들 보고 어떤 관계냐 묻는 거 개웃겨 ㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌ,482,0
10, 강아지              ,대가리가 누구얔ㅋㅋㅋㅋㅋㅋㅋ진짜 방송인중에 저런돌아이 드물듯ㅋㅋㅋㅋㅋ,8000,0
11, 이가나              ,6:12 은행원ㅋㅋㅋㅋㅋㅋㅋ 사채업자랑 비슷한데 거기까진 아니래 아닠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ은행원이 사채업자랑 비슷하다고ㅋㅋㅋㅋㅋㅋㅋㅋ아 ㄹㅇ 상상도 못한 전개다,559,0
12, JUNKI HONG              ,아니 이거 한번 했던 거 가지고'카스보다 테라가 나은 것 같다' 말한 장성규가 문제있다고 욕한거였냐? 이 카스야?? 난 또 무슨 바이럴광고 1년치 계약이라도 맺은건줄 알았네?ㅋㅋㅋ장난하냐?,257,0
13, heehee              ,처음 나온 카메라감독님ㅋㅋㅋㅋㅋㅋㅋ신서유기에서 크롭피카츄티입으신 그감독님아닌가여?ㅋㅋㅋㅋㅋㅋㅍㅋㅋㅋㅋ,2300,0
14, Santi Wang              ,he is so witty and the editing is so hilarious.. i cant stop binge watching,23,0
15, mabel              ,"""nude model"" lmao",1,0
16, binie kim              ,복잡하다니까 난잡하냐곸ㅋㅋㅋㅋㅋㅋ진자 상도라이뀨ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개쥬앙ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1100,0
17, Red Egg              ,He was actually asked to become a model for cass hahaha,8,0
18, U. us              ,텐션은 본인이 더 높으시면서 뭔 기가 빨려ㅋㅋㅋㅋ 말이 되는 소리를ㅋㅋㅋㅋ,86,0
19, 은한              ,학습지 선생님 어떠세요ㅋㅋㅋㅋㅋㅋ 가정방문해서 아이들 한글수업 1대1 교육!!! 마침 아나운서셨으니 아이들에게 한글 어떻게 가르칠지 궁금해요ㅋㅋㅋ,160,0
0, 워크맨-Workman              ,"밤샘편집으로 인해 시차적응이 안되어 04:30 부분 AM을 PM으로 자막 오류가 나버렸습니다. 죄송합니다.🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",7600,0
1, TV세균맨              ,난 프리선언 전현무가 원탑인줄 알았더니 이제보니 장성규가 원탑이네. 애는 천성이 예능맨이네,22000,0
2, 이이준환              ,복지에 대해 한마디 하자면 주방이모 따로둘 정도로 디자이너들 식사 제대로 챙겨주려고 신경쓰고 원장이 디자이너 해외연수까지자비부담해서 보내주고  주3회 휴무면저쪽 세계에서는 거의 대기업급 복지임,6200,0
3, 송인하              ,입 열때마다 손님한테 접근 금지 당해서 구석에 있는거 개웃기넼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5100,0
4, 빵끄읏              ,ㅋㅋㅋㅋ 원장 머리하고나서 평소에 짓는 표정으로 대하니까 더 웃김,2100,0
5, 안태영              ,원장님 저 머리 너무 잘어울리는 거 같은ㄷㅇ....,2700,0
6, Dalcorn달콘              ,전라남도 해남 16만평에서 200만개 초당옥수수가 기다리고 있습니다. 여름이 제철인 초당옥수수 한 번 따러 오세요!  여긴 가장 젊은 분들이 50대에요. 젊은 장성규씨가 꼭 필요합니다!!!!,21000,0
7, 백숙              ,샹 진짜 머리 어쩔 거임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 여성스러워봤자 뭐 어떻겠어 싶었는데 미친 양갈래 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,709,0
8, 장태준              ,몇편 보다보니 .. 옛날 유재석 보는 느낌이 난다 장성규.  뭐라고 할까.. 유재석이 약빨고 나온느낌 이랄까 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,413,0
9, 돼지미미              ,인턴파크 ㅋㅋㅋㅋㅋㅋ 편집자분 진짜 미치겠네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ도랏ㅋㅋㅋㅋ 압이 약하다니까 망치 있녜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,838,0
10, 김미숙              ,5:45 내가 섰지롱 진짜나갔네ㅋㅋ,325,0
11, 김커모온              ,아니 ㅋ앀ㅋㅋㅋㅋㅋㅋㅋㅋㅋ원장 머리해준거 예상을 못해가지고 존나웃었넥ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,10000,0
12, Zee adalla              ,'Don't use laundry soap' lmao!,11,0
13, ᄏ ᄏ              ,2:20 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 계속 좌천하는거 개웃기네,226,0
14, 정유나              ,"마지막에 진짜아주잠깐 메가박스 영화관람권 구독자들 쓰라고 올려주신거봐... 나 찾아내고 되게 좋아했는데 이미 누가 썼더라,,,, 나만큼 관찰력 좋은 사람 누구야",198,0
15, 보하              ,2:02 저여자손님 나만 예쁘다고 생각함?,39,0
16, 요구독좀해줘!              ,미용사 현실은 기본시급도 안주는 직업 아닌가 ㅋㅋㅋㅋ 영상 찍으니 기본시급 이상으로 주는거지,318,0
17, 하고 싶은 말다 하고 산다              ,7:57 저 선배님 원장 머리 보고 웃다가 장성규가 말 거니깐 갑자기 차분해지네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아니 왜 이렇게 웃기지ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,216,0
18, OD오드아이              ,1:52 이분 웰케 예뻐? 연예인이신가?,9,0
19, 노후준비 가능한 엄마표 사교육 유스 tv              ,퇴폐적이거나 야한거 드립안치고 진짜 개드립 병맛이라 캡웃긴다 ㅋㅋ,25,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",4000,0
1, 김아이야아              ,화장품가게 알바해주세요ㅋㅋㅋㅌㅋㅌㅋㅋ막 고객님들에게 맞는 색 추천하고 그러면서 이야기하는거 재밌을거같아요!,20000,0
2, 하이하이              ,나왔던 사수분들한테 꾸준히 선배님이라는 호칭 계속 쓰는거 보면 진짜 예의 바른 사람이라는걸 알수 있는듯 아나운서라서 그런건지는 몰라도 말도 위트있게 잘하고 요즘 유튜브 보면서 눈쌀 찌푸리게 되는 영상들 많은데 진짜 장성규님 너무 팬 됐어요 재밌고 센스있는 방송 감사합니다 더 잘되실거에요!!!,7700,0
3, mi na              ,한마디 꺼지세요ㅋㅋㅌㅌㅋㅋㅋㅋㅌㅌㅋㅋㅋㅋㅋㅋㅋ 미치겠다 언니 너무 좋아요,5600,0
4, 이다함              ,"엘사가 이상한 연락온다니까 바로 표정 바뀌면서 ""어떤 연락""이라고 하는 부분 심쿵",5800,0
5, 화운사              ,1:39ㅋㅋㅋㅋㅋㅋㅋ이정도면 노린거아니냨ㅋㅋㅋㅋㅋㅋㅋ왜 또 신발장 옆인뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2300,0
6, maming Park              ,방청객 알바요.. 홈쇼핑 방청객 알바도 좋고 아침마당 같은거 방청객..ㅋㅋ 생각만 해도 개웃김..ㅋㅋ,2600,0
7, Donguk Kim              ,독서실 총무 알바하러 가주세요!!! 조용한데서 일하는 걸 편집자분이 어떻게 살리실지 성규형님도 어떻게 하실지 궁금쓰~ ㅋㅋㅋ,3500,0
8, 으웩              ,ㄲㅈ세요 에서 개빵터졌다 ㅅㅂㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아..ㅋㅋㅋㅋ,1300,0
9, 유예나              ,1:36 신발장 선배님ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고음어택ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ친ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈㄴ웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1300,0
10, Aminatun Faarida              ,He's kind a weird and funny at the same momment,7,0
11, La Miranda              ,"너무 신기한게 저 상암쪽 살아서 영화관은 상암메가박스가고, 아기 키즈카페는 타이니키즈,  회사는 홍대라 저기 지하피씨방 정액권끊었는데.. 게다가 2011년도 MBC신입사원 2차까지 붙었었고, 심지어 와이프 성도 장씨인데.. 왜 장성규님은 못만났죠?? 왜 그런걸까요??",37,0
12, *호로로롤로룰루              ,2:08 떡주려고 수작부리는줄알았는데 기억력..ㄷㄷ,4400,0
13, 후후              ,아니 근데 신발장선배님 또 신발장 옆에 두고 인터뷰 한 거 개웃기멬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 우리 엘사 건들면 디진다...,1000,0
14, 선희가아니라써니라구              ,아니 이쯤되면 엘사씨 월급줘야하는거아닌가며 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개웃겨 ㅋㅋㅋㅋㅋ 또 엘사? 할때 빵터짐ㅋㅋㅋㅋㅋ,5100,0
15, 황덕배              ,장성규 진짜 선을 넘을 듯 안넘을듯 하면서 결국은 안 넘음... 볼 때마다 너무 불안하긴 한데 오히려 이런 케이스가 큰 사고 없이 잘 가는 듯,398,0
16, SIKITV싴이              ,영상 한번 봤다고 저분들이 새삼 반갑네요ㅋㅋㅋㅋㅋ,192,0
17, 김진욱              ,다른 사람은 청하닮았다고 하는데 왜 넌 엄마냐 다시한번 물어볼께요 누구 닮았어요?아빠요,262,0
18, 신재민              ,1:10 개귀엽다 ㄹㅇ,371,0
19, Slade951              ,You should do delivery job. Packing. Farming.,6,0
0, 워크맨-Workman              ,"🐜🐜워크맨 인력소🐜🐜워크맨의 리뷰를 원하는 job것이 있다면↓댓글 추천↓✔청소.인력.식당.요리.철거.공장.물류✔그 외 모든 job것들✔200% 부려먹기 가능 ❌장난사절❌세상의 모든 job것들을 [워크맨]이 직접 리뷰해드립니다!",1800,0
1, 록뽀              ,이사님 왜이리 소심하셔 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 막내같아 .... ㅠㅠㅠㅠㅠㅋㅋㅋㅋㅋ,11000,0
